Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
	577613	578110		+	rrrD	b0555	-	0
	578107	578568		+	rzpD	b0556	-	69
	578327	578509		+	rzoD	b4510	-	85
	578893	578600		-	borD	b0557	-	159
	579594	579184		-	ybcV	b0558	-	3
	579880	580086		+	ybcW	b0559	-	22
	580445	580251		-	ylcI	b4589	-	24
	580834	581379		+	nohD	b0560	-	0
	583681	584430		+	appY	b0564	-	36
585644	585633	584680	584680	-	ompT	b0565	-	1770
586057			586101	+	pauD	b4635	-	0
	586908	586147		-	envY	b0566	-	10
	587981	587091		-	ybcH	b0567	-	1
	590954	587982		-	nfrA	b0568	-	11
	593178	590941		-	nfrB	b0569	-	9
	594770	593328		-	cusS	b0570	-	10
	595443	594760		-	cusR	b0571	-	48
	595600	596973		+	cusC	b0572	-	0
	597131	597463		+	cusF	b0573	-	19
	597479	598702		+	cusB	b0574	-	8
	598714	601857		+	cusA	b0575	-	7
	601959	603335		+	pheP	b0576	-	47
	604663	603416		-	ybdG	b0577	-	46
605424	605424	604771	604771	-	nfsB	b0578	-	226
	605886	605518		-	ybdF	b0579	-	18
	606199	605951		-	ybdJ	b0580	-	5
	607383	606265		-	ybdK	b0581	-	12
607734			607792	+	sokE	b4700	-	0
	607836	607988		+	hokE	b4415	-	12
	608065	609177		+	insL1	b0582	-	34
	610079	609459		-	entD	b0583	-	2
	612494	610254		-	fepA	b0584	-	5
	612737	613939		+	fes	b0585	-	1
	613942	614160		+	ybdZ	b4511	-	6
	614157	618038		+	entF	b0586	-	3
	618254	619387		+	fepE	b0587	-	0
	620199	619384		-	fepC	b0588	-	2
	621188	620196		-	fepG	b0589	-	1
	622189	621185		-	fepD	b0590	-	5
	622300	623550		+	entS	b0591	-	4
	624510	623554		-	fepB	b0592	-	0
	624885	626060		+	entC	b0593	-	3
	626070	627680		+	entE	b0594	-	5
	627694	628551		+	entB	b0595	-	5
	628551	629297		+	entA	b0596	-	19
	629300	629713		+	entH	b0597	-	21
	629894	631999		+	cstA	b0598	-	15
	632182	632379		+	ybdD	b4512	-	97
	633477	632389		-	ybdH	b0599	-	55
	633586	634746		+	ybdL	b0600	-	43
	635376	634747		-	ybdM	b0601	-	12
	636569	635349		-	ybdN	b0602	-	1
	637618	636716		-	ybdO	b0603	-	1
	638573	637827		-	dsbG	b0604	-	18
638815	638945	639508	639508	+	ahpC	b0605	-	1875
639341			639153	-	-	predicted RNA	antisense: ahpC	2376
639461			639397	-	-	predicted RNA	antisense: ahpC	4184
639551			639517	-	-	predicted RNA	-	2439
639749	639753	641318	641318	+	ahpF	b0606	-	295
641879	641867	641439	641439	-	uspG	b0607	-	247
	642088	643326		+	ybdR	b0608	-	14
	643967	643557		-	rnk	b0610	-	54
	645003	644197		-	rna	b0611	-	34
	646580	645117		-	citT	b0612	-	1
	647509	646631		-	citG	b0613	-	1
	648035	647484		-	citX	b0614	-	4
	649571	648039		-	citF	b0615	-	3
	650490	649582		-	citE	b0616	-	0
	650783	650487		-	citD	b0617	-	3
	651856	650798		-	citC	b0618	-	0
	652235	653893		+	citA	b0619	-	9
	653862	654542		+	citB	b0620	-	20
	655968	654583		-	dcuC	b0621	-	65
	656557	657117		+	pagP	b0622	-	4
657259	657292	657501	657501	+	cspE	b0623	-	667
657515			657436	-	-	predicted RNA	antisense: cspE	2708
	657938	657555		-	flc	b0624	-	36
	658947	659150		+	tatE	b0627	-	157
	660216	659251		-	lipA	b0628	-	152
	661378	660425		-	ybeF	b0629	-	1
	662278	661637		-	lipB	b0630	-	44
	662642	662379		-	ybeD	b0631	-	44
	663963	662752		-	dacA	b0632	-	132
	665190	664102		-	rlpA	b0633	-	161
	666313	665201		-	mrdB	b0634	-	102
	668217	666316		-	mrdA	b0635	-	38
	668715	668248		-	rlmH	b0636	-	87
669037	669036	668719	668716	-	rsfS	b0637	-	202
	669907	669296		-	cobC	b0638	-	10
	670572	669931		-	nadD	b0639	-	43
	671605	670574		-	holA	b0640	-	50
672200	672186	671605		-	lptE	b0641	-	368
674824	674783	672201	672201	-	leuS	b0642	-	400
	675018	675500		+	ybeL	b0643	-	147
	676547	675570		-	ybeQ	b0644	-	18
	676711	677418		+	ybeR	b0645	-	0
	677415	678842		+	djlB	b0646	-	2
	679406	678852		-	ybeT	b0647	-	6
	679508	680215		+	ybeU	b0648	-	0
	680212	681663		+	djlC	b0649	-	8
	683393	681723		-	hscC	b0650	-	7
	684412	683477		-	rihA	b0651	-	24
	685255	684530		-	gltL	b0652	-	19
	685929	685255		-	gltK	b0653	-	22
	686669	685929		-	gltJ	b0654	-	12
	687747	686839		-	gltI	b0655	-	69
	689013	687997		-	insH1	b0656	-	47
	690881	689343		-	lnt	b0657	-	46
691835	691784	690906	690906	-	ybeX	b0658	-	247
	692341	691874		-	ybeY	b0659	-	152
	693378	692338		-	ybeZ	b0660	-	179
	694955	693531		-	miaB	b0661	-	148
	695101	696276		+	ubiF	b0662	-	142
696504			696430	-	glnX	b0664	-	0
696616			696542	-	glnV	b0665	-	18
696740			696664	-	metU	b0666	-	540
696830			696756	-	glnW	b0668	-	459
696833			696872	+	-	predicted RNA	antisense: glnU	2222
696939			696865	-	glnU	b0670	-	843
696930			696971	+	-	predicted RNA	antisense: leuW glnU	1824
697047			696963	-	leuW	b0672	-	1344
697133			697057	-	metT	b0673	-	1573
	699177	697513		-	asnB	b0674	-	186
	700326	699574		-	umpH	b0675	-	109
	701594	700374		-	nagC	b0676	-	75
	702751	701603		-	nagA	b0677	-	75
	703611	702811		-	nagB	b0678	-	52
	703944	705890		+	nagE	b0679	-	52
706077	706093	707757	707757	+	glnS	b0680	-	297
	708334	709740		+	chiP	b0681	-	4
	709790	710116		+	chiQ	b0682	-	0
	710646	710200		-	fur	b0683	-	157
	710725	710639		-	uof	b4637	-	68
711465	711465	710935	710935	-	fldA	b0684	-	197
	711898	711605		-	ybfE	b0685	-	42
	712802	712038		-	ybfF	b0686	-	43
712926	712987	713532	713532	+	seqA	b0687	-	259
713533	713558	715198	715198	+	pgm	b0688	-	314
	715412	715906		+	ybfP	b0689	-	0
	718265	716946		-	potE	b0692	-	9
	720460	718262		-	speF	b0693	-	2
	720583	720840		+	ybfK	b4590	-	0
	721733	721056		-	kdpE	b0694	-	5
	724414	721730		-	kdpD	b0695	-	25
	724979	724407		-	kdpC	b0696	-	14
	727036	724988		-	kdpB	b0697	-	11
	728732	727059		-	kdpA	b0698	-	2
	728821	728732		-	kdpF	b4513	-	0
	729134	729340		+	ybfA	b0699	-	50
	729583	733776		+	rhsC	b0700	-	8
	733776	734102		+	ybfB	b0702	-	10
	735650	736219		+	ybfC	b0704	-	0
	738092	738853		+	ybfD	b0706	-	1
	739001	739510		+	ybgA	b0707	-	2
	739507	740925		+	phr	b0708	-	11
	742556	741075		-	dtpD	b0709	-	38
742820	742827	743570	743570	+	ybgI	b0710	-	330
743586	743593	744249		+	ybgJ	b0711	-	300
	744243	745175		+	ybgK	b0712	-	233
	745165	745899		+	ybgL	b0713	-	122
	745935	746726		+	nei	b0714	-	34
	747769	746723		-	abrB	b0715	-	18
	748982	747921		-	ybgO	b0716	-	2
	749707	748979		-	ybgP	b0717	-	0
	752169	749722		-	ybgQ	b0718	-	1
	752795	752229		-	ybgD	b0719	-	0
754499	754468	753185	753185	-	gltA	b0720	-	212
	755177	755566		+	sdhC	b0721	-	0
	755560	755907		+	sdhD	b0722	-	7
	755907	757673		+	sdhA	b0723	-	20
	757689	758405		+	sdhB	b0724	-	7
	758706	761507		+	sucA	b0726	-	98
	761522	762739		+	sucB	b0727	-	115
	763014	764180		+	sucC	b0728	-	109
	764180	765049		+	sucD	b0729	-	61
	765875	765153		-	mngR	b0730	-	7
	765984	767960		+	mngA	b0731	-	3
	767978	770611		+	mngB	b0732	-	7
771326	771458	773026	773026	+	cydA	b0733	-	464
773027	773042	774181	774181	+	cydB	b0734	-	544
	774196	774309		+	cydX	b4515	-	166
	774309	774602		+	ybgE	b0735	-	47
	774752	775156		+	ybgC	b0736	-	120
	775153	775845		+	tolQ	b0737	-	178
	775849	776277		+	tolR	b0738	-	101
	776342	777607		+	tolA	b0739	-	79
777665	777740	779032	779032	+	tolB	b0740	-	674
778482			778470	-	-	predicted RNA	antisense: tolB	1896
779033	779067	779588	779588	+	pal	b0741	-	1660
779082			779057	-	-	predicted RNA	antisense: pal	2137
779609			779175	-	-	predicted RNA	antisense: ybgF pal	2473
779595	779598	780389	780395	+	ybgF	b0742	-	298
780554			780629	+	lysT	b0743	-	4122
780844			780715	-	-	predicted RNA	antisense: lysW valT	5244
780765			780840	+	valT	b0744	-	1114
780843			780918	+	lysW	b0745	-	915
781147			781035	-	-	predicted RNA	antisense: lysY valZ	1982
781068			781143	+	valZ	b0746	-	1092
781147			781222	+	lysY	b0747	-	646
781369			781444	+	lysZ	b0748	-	513
781577			781652	+	lysQ	b0749	-	410
782021	782085	783128	783146	+	nadA	b0750	-	357
783147	783166	783885	783925	+	pnuC	b0751	-	326
	784823	783882		-	zitB	b0752	-	108
	785317	784937		-	ybgS	b0753	-	3
785614	785633	786685	786685	+	aroG	b0754	-	1019
786159			786059	-	-	predicted RNA	antisense: aroG	1881
786448			786413	-	-	predicted RNA	antisense: aroG	2126
786578			786553	-	-	predicted RNA	antisense: aroG	1961
786680			786646	-	-	predicted RNA	antisense: aroG	2098
786789			786750	-	-	predicted RNA	-	2378
787655	787595	786843	786843	-	gpmA	b0755	-	252
	788837	787797	787797	-	galM	b0756	-	215
	789979	788831		-	galK	b0757	-	86
	791029	789983		-	galT	b0758	-	37
	792055	791039		-	galE	b0759	-	46
	793788	792316		-	modF	b0760	-	39
	794644	793856		-	modE	b0761	-	35
	794773	794922		+	acrZ	b0762	-	25
	795089	795862		+	modA	b0763	-	25
	795862	796551		+	modB	b0764	-	29
	796554	797612		+	modC	b0765	-	36
	798431	797613		-	ybhA	b0766	-	54
	798586	799581		+	pgl	b0767	-	193
	800575	799622		-	ybhD	b0768	-	4
	800759	801811		+	ybhH	b0769	-	1
	801887	803320		+	ybhI	b0770	-	3
	803503	805764		+	ybhJ	b0771	-	8
807303	807281	805998	805998	-	ybhC	b0772	-	256
	807909	807433		-	ybhB	b0773	-	69
	809257	807968		-	bioA	b0774	-	54
	809344	810384		+	bioB	b0775	-	81
	810381	811535		+	bioF	b0776	-	83
	811522	812277		+	bioC	b0777	-	72
	812270	812947		+	bioD	b0778	-	59
	813526	815547		+	uvrB	b0779	-	72
	816647	815739		-	ybhK	b0780	-	21
	817044	818033		+	moaA	b0781	-	122
818055	818055	818567	818567	+	moaB	b0782	-	351
818568	818570	819055		+	moaC	b0783	-	212
	819048	819293	819294	+	moaD	b0784	-	228
	819295	819747		+	moaE	b0785	-	166
	819884	820588		+	ybhL	b0786	-	150
	820793	821506		+	ybhM	b0787	-	2
	822498	821542		-	ybhN	b0788	-	7
	823739	822498		-	clsB	b0789	-	26
	824497	823736		-	ybhP	b0790	-	21
	824630	825040		+	ybhQ	b0791	-	46
	826108	825002		-	ybhR	b0792	-	12
	827252	826119		-	ybhS	b0793	-	16
	828981	827245		-	ybhF	b0794	-	40
	829972	828974		-	ybhG	b0795	-	75
	830643	829972		-	ybiH	b0796	-	36
	830872	832236		+	rhlE	b0797	-	35
	832950	832468		-	ybiA	b0798	-	5
	833070	835220		+	dinG	b0799	-	10
	835248	836210		+	ybiB	b0800	-	118
836339	836351	837436	837436	+	ybiC	b0801	-	216
	837925	837665		-	ybiJ	b0802	-	14
	838456	838190		-	ybiI	b0803	-	3
	839207	838530		-	ybiX	b0804	-	6
	841531	839249		-	fiu	b0805	-	6
	842056	841796		-	mcbA	b0806	-	4
	842332	843258		+	rlmF	b0807	-	59
	845480	843255		-	ybiO	b0808	-	7
	846463	845741		-	glnQ	b0809	-	147
847119	847119	846460		-	glnP	b0810	-	212
848032	848004	847258	847258	-	glnH	b0811	-	213
848380			848409	+	-	predicted RNA	antisense: dps	2191
848928	848911	848408	848408	-	dps	b0812	-	535
	850097	849210		-	rhtA	b0813	-	7
850427	850450	850965	850965	+	ompX	b0814	-	1219
850866			850642	-	-	predicted RNA	antisense: ompX	1953
850959			850924	-	-	predicted RNA	antisense: ompX	2861
	852597	851014		-	opgE	b0815	-	2
	852997	852869		-	mntS	b4705	-	10
	853183	853650		+	mntR	b0817	-	44
	853647	854765		+	ybiR	b0818	-	9
855777	855744	854824	854824	-	ldtB	b0819	-	211
	855963	857555		+	ybiT	b0820	-	130
	859061	857796		-	ybiU	b0821	-	5
	860028	859213		-	ybiV	b0822	-	21
	862606	860174		-	ybiW	b0823	-	4
	863511	862612		-	ybiY	b0824	-	5
	863642	864304		+	fsaA	b0825	-	19
	865129	864380		-	moeB	b0826	-	66
	866364	865129		-	moeA	b0827	-	89
866550	866568	867533		+	iaaA	b0828	-	479
866803			866786	-	-	predicted RNA	antisense: iaaA	1838
	867520	869391	869410	+	gsiA	b0829	-	219
	869411	870949		+	gsiB	b0830	-	141
	870967	871887		+	gsiC	b0831	-	85
	871890	872801		+	gsiD	b0832	-	45
	872979	875327		+	yliE	b0833	-	12
	875335	876663		+	yliF	b0834	-	11
	878035	876710		-	rimO	b0835	-	49
878235	878248	878631	878631	+	bssR	b0836	-	507
	878742	879857		+	yliI	b0837	-	18
	880480	879854		-	gstB	b0838	-	143
	880727	881929		+	dacC	b0839	-	102
	882734	881976		-	deoR	b0840	-	37
	883388	882792		-	ybjG	b0841	-	61
	883673	884905		+	mdfA	b0842	-	30
	885230	884946		-	ybjH	b0843	-	31
	886131	885316		-	ybjI	b0844	-	27
	887339	886131		-	ybjJ	b0845	-	18
	887423	887959		+	rcdA	b0846	-	2
888054			887976	-	rybB	b4417	-	0
	889819	888134		-	ybjL	b0847	-	50
	890089	890466		+	ybjM	b0848	-	28
	890753	890496		-	grxA	b0849	-	16
	890913	891200		+	ybjC	b0850	-	50
	891184	891906		+	nfsA	b0851	-	67
	891967	892869		+	rimK	b0852	-	52
	892957	893433		+	ybjN	b0853	-	54
	893784	894896		+	potF	b0854	-	30
	894991	896124		+	potG	b0855	-	26
	896134	897087		+	potH	b0856	-	7
	897084	897929		+	potI	b0857	-	23
	897989	898477		+	ybjO	b0858	-	6
	898518	899645		+	rlmC	b0859	-	33
900608	900575	899844	899844	-	artJ	b0860	-	305
	901534	900866		-	artM	b0861	-	94
902256	902250	901534		-	artQ	b0862	-	220
902993	902988	902257	902257	-	artI	b0863	-	368
	903734	903006		-	artP	b0864	-	193
	904467	903952		-	ybjP	b0865	-	94
	904593	904916		+	ybjQ	b0866	-	103
	904913	905743		+	amiD	b0867	-	74
	906753	905740		-	ybjS	b0868	-	49
	908282	906852		-	ybjT	b0869	-	51
	909294	908293		-	ltaE	b0870	-	177
	911049	909331		-	poxB	b0871	-	70
	912150	911182		-	hcr	b0872	-	38
	913814	912162		-	hcp	b0873	-	15
	914857	913958		-	ybjE	b0874	-	34
	916047	915352		-	aqpZ	b0875	-	3
	916473	918131		+	ybjD	b0876	-	30
919120	919120	918128	918112	-	ybjX	b0877	-	227
	919235	920350		+	macA	b0878	-	51
	920347	922293		+	macB	b0879	-	48
	922590	922366		-	cspD	b0880	-	149
	922913	923233		+	clpS	b0881	-	156
923234	923264	925540	925540	+	clpA	b0882	-	283
925971			925884	-	serW	b0883	-	0
926463	926443	926225	926225	-	infA	b0884	-	516
926235			926281	+	-	predicted RNA	antisense: infA	1678
	927432	926728		-	aat	b0885	-	22
	929195	927474		-	cydC	b0886	-	42
	930962	929196		-	cydD	b0887	-	43
	932050	931085		-	trxB	b0888	-	185
932370			932392	+	-	predicted RNA	-	1954
932571	932595	933089	933089	+	lrp	b0889	-	458
	933224	937213		+	ftsK	b0890	-	122
	937372	937983		+	lolA	b0891	-	114
	937994	939337		+	rarA	b0892	-	41
939379	939428	940720	940720	+	serS	b0893	-	670
940210			940186	-	-	predicted RNA	antisense: serS	1913
940859	940959	943403	943403	+	dmsA	b0894	-	311
943414	943414	944031	944031	+	dmsB	b0895	-	290
944032	944033	944896	944896	+	dmsC	b0896	-	303
	945557	944931		-	ycaC	b0897	-	79
	945871	947019		+	ycaD	b0898	-	41
	947229	948659		+	ycaM	b0899	-	0
	949568	948660		-	ycaN	b0900	-	12
	949668	950258		+	ycaK	b0901	-	15
	951080	950340		-	pflA	b0902	-	99
953559	953554	951272	951272	-	pflB	b0903	-	4407
951294			953430	+	-	predicted RNA	antisense: pflB	4965
954476	954466	953609	953560	-	focA	b0904	-	387
	956632	954872		-	ycaO	b0905	-	27
	956762	957454		+	ycaP	b0906	-	20
957590	957653	958741	958772	+	serC	b0907	-	1307
958066			957779	-	-	predicted RNA	antisense: serC	2300
958270			958150	-	-	predicted RNA	antisense: serC	2568
958387			958343	-	-	predicted RNA	antisense: serC	2178
958649			958452	-	-	predicted RNA	antisense: serC	1932
958746			958706	-	-	predicted RNA	antisense: serC	2793
958780	958812	960095	960095	+	aroA	b0908	-	357
	960264	961028		+	ycaL	b0909	-	1
961184	961201	961884	961916	+	cmk	b0910	-	204
961917	961995	963668	963668	+	rpsA	b0911	-	2858
962943			962107	-	-	predicted RNA	antisense: rpsA	3797
963061			963005	-	-	predicted RNA	antisense: rpsA	4670
963426			963123	-	-	predicted RNA	antisense: rpsA	3120
963673			963477	-	-	predicted RNA	antisense: rpsA	3174
963761	963828	964112	964112	+	ihfB	b0912	-	259
	964320	966584		+	ycaI	b0913	-	8
	966621	968369		+	msbA	b0914	-	120
	968366	969352		+	lpxK	b0915	-	64
	969389	970621		+	ycaQ	b0916	-	5
	970673	970855		+	ycaR	b0917	-	172
	970852	971598		+	kdsB	b0918	-	191
	971752	972645		+	ycbJ	b0919	-	99
	973401	972622		-	elyC	b0920	-	39
	973537	974322		+	smtA	b0921	-	98
	974319	975641		+	mukF	b0922	-	80
	975622	976326		+	mukE	b0923	-	114
	976326	980786		+	mukB	b0924	-	118
	981047	982894		+	ldtD	b0925	-	62
983035	983075	983623	983649	+	ycbK	b0926	-	303
983650	983650	984297	984297	+	ycbL	b0927	-	260
985727	985709	984519	984519	-	aspC	b0928	-	648
984530			984565	+	-	predicted RNA	antisense: aspC	2001
985867			986837	+	-	predicted RNA	antisense: ompF	6847
987078	986982	985894	985894	-	ompF	b0929	-	6119
989032	988985	987585	987585	-	asnS	b0930	-	469
990392	990356	989154	989154	-	pncB	b0931	-	297
	990622	993234		+	pepN	b0932	-	166
	994044	993277		-	ssuB	b0933	-	15
	994832	994041		-	ssuC	b0934	-	5
	995988	994843		-	ssuD	b0935	-	5
	996944	995985		-	ssuA	b0936	-	2
	997512	996937		-	ssuE	b0937	-	2
	997868	998407		+	elfA	b0938	-	2
	998490	999191		+	elfD	b0939	-	3
	999216	1001816		+	elfC	b0940	-	0
	1001807	1002877		+	elfG	b0941	-	6
	1002889	1003431		+	ycbU	b0942	-	0
	1003439	1003954		+	ycbV	b0943	-	7
	1003947	1004657		+	ycbF	b0944	-	10
1004754	1004768	1005778	1005778	+	pyrD	b0945	-	259
	1005952	1006494		+	zapC	b0946	-	46
	1007600	1006491		-	ycbX	b0947	-	60
	1007844	1009952		+	rlmL	b0948	-	76
	1009964	1011871		+	uup	b0949	-	61
	1012001	1013254		+	pqiA	b0950	-	10
	1013259	1014899		+	pqiB	b0951	-	39
	1014896	1015459		+	pqiC	b0952	-	9
1015687			1015700	+	-	predicted RNA	-	1838
	1015715	1015882		+	rmf	b0953	-	120
1015864			1015848	-	-	predicted RNA	antisense: rmf	1896
1016473	1016470	1015952	1015952	-	fabA	b0954	-	358
	1018299	1016539		-	ycbZ	b0955	-	69
	1018485	1018937		+	matP	b0956	-	56
1018992			1019999	+	-	predicted RNA	antisense: ompA	7980
1020179	1020053	1019013	1019013	-	ompA	b0957	-	7049
	1020919	1020410		-	sulA	b0958	-	31
	1021138	1021767		+	sxy	b0959	-	28
	1023883	1021730		-	yccS	b0960	-	49
	1024348	1023902		-	yccF	b0961	-	48
	1024471	1026525		+	helD	b0962	-	63
1027022	1027015	1026557	1026557	-	mgsA	b0963	-	201
	1027773	1027111		-	yccT	b0964	-	12
	1027946	1028359		+	yccU	b0965	-	107
	1028721	1028404		-	hspQ	b0966	-	170
	1029969	1028779		-	rlmI	b0967	-	60
	1030064	1030342		+	yccX	b0968	-	40
	1030668	1030339		-	tusE	b0969	-	52
1031426	1031418	1030759	1030759	-	yccA	b0970	-	245
1031712			1031625	-	serT	b0971	-	0
1032001	1032139	1033257		+	hyaA	b0972	-	1148
	1033254	1035047	1035058	+	hyaB	b0973	-	946
1035059	1035066	1035773		+	hyaC	b0974	-	899
	1035770	1036357		+	hyaD	b0975	-	825
	1036354	1036752		+	hyaE	b0976	-	725
	1036749	1037606	1037606	+	hyaF	b0977	-	452
1037737	1037740	1039284	1039293	+	cbdA	b0978	-	732
1039294	1039296	1040432	1040444	+	cbdB	b0979	-	565
1040445	1040445	1040537	1040549	+	cbdX	b4592	-	349
1040576	1040617	1041915	1041915	+	appA	b0980	-	254
	1044210	1042030		-	etk	b0981	-	33
	1044676	1044230		-	etp	b0982	-	17
	1045803	1044664		-	gfcE	b0983	-	7
	1047945	1045849		-	gfcD	b0984	-	7
	1048691	1047945		-	gfcC	b0985	-	4
	1049332	1048688		-	gfcB	b0986	-	2
	1049744	1049439		-	gfcA	b0987	-	17
	1049833	1050108		+	insA	b4516	-	9
	1050027	1050530		+	insB1	b0988	-	53
	1051175	1050963		-	cspH	b0989	-	0
	1051461	1051673		+	cspG	b0990	-	0
	1051847	1052077		+	ymcE	b0991	-	11
	1052067	1052240		+	gnsA	b4517	-	0
	1053362	1052289		-	yccM	b0992	-	17
	1056178	1053434		-	torS	b0993	-	5
	1056261	1057289		+	torT	b0994	-	16
	1057954	1057262		-	torR	b0995	-	38
	1058084	1059256		+	torC	b0996	-	4
	1059256	1061802		+	torA	b0997	-	9
	1061799	1062398		+	torD	b0998	-	18
	1062855	1062550	1062550	-	cbpM	b0999	-	258
1063805	1063775	1062855		-	cbpA	b1000	-	348
	1064036	1065292		+	yccE	b1001	-	0
	1065585	1066826		+	agp	b1002	-	49
1067091	1067091	1066864	1066864	-	yccJ	b1003	-	313
1067750	1067708	1067112	1067092	-	wrbA	b1004	-	789
	1068081	1068254		+	ymdF	b4518	-	7
	1069839	1068511		-	rutG	b1006	-	7
	1070354	1069860		-	rutF	b1007	-	2
	1070955	1070365		-	rutE	b1008	-	2
	1071765	1070965		-	rutD	b1009	-	5
	1072159	1071773		-	rutC	b1010	-	0
	1072863	1072171		-	rutB	b1011	-	1
	1074011	1072863		-	rutA	b1012	-	0
	1074242	1074880		+	rutR	b1013	-	12
	1078882	1074920		-	putA	b1014	-	8
	1079305	1080813		+	putP	b1015	-	54
	1082243	1083370		+	efeO	b1018	-	2
	1083376	1084647		+	efeB	b1019	-	1
	1084992	1086056		+	phoH	b1020	-	1
	1086519	1086106		-	pgaD	b1021	-	3
	1087846	1086521		-	pgaC	b1022	-	1
	1089857	1087839		-	pgaB	b1023	-	1
	1092289	1089866		-	pgaA	b1024	-	1
	1092876	1094234		+	ycdT	b1025	-	5
	1095141	1094275		-	insF1	b1026	-	27
	1095437	1095138		-	insE1	b1027	-	13
	1095843	1096829		+	ycdU	b1029	-	1
1097652			1097565	-	serX	b1032	-	13
	1097886	1098824		+	ghrA	b1033	-	111
	1098879	1099616		+	ycdX	b1034	-	136
	1099640	1100194		+	ycdY	b1035	-	177
	1100296	1100787		+	ycdZ	b1036	-	47
	1101684	1100851		-	csgG	b1037	-	15
	1102127	1101711		-	csgF	b1038	-	5
	1102541	1102152		-	csgE	b1039	-	11
	1103196	1102546		-	csgD	b1040	-	21
	1103951	1104406		+	csgB	b1041	-	12
	1104447	1104902		+	csgA	b1042	-	34
	1104961	1105293		+	csgC	b1043	-	1
	1105414	1105725		+	ymdA	b1044	-	8
	1105820	1106353		+	ymdB	b1045	-	52
	1106355	1107776		+	clsC	b1046	-	8
	1108941	1107784		-	opgC	b1047	-	14
	1109335	1110870		+	opgG	b1048	-	192
	1110863	1113406		+	opgH	b1049	-	156
1113574	1113579	1113806	1113906	+	yceK	b1050	-	501
1114197	1114181	1113807	1113803	-	msyB	b1051	-	405
	1115490	1114264		-	mdtG	b1053	-	5
	1116582	1115662		-	lpxL	b1054	-	48
	1116807	1117859		+	yceA	b1055	-	15
	1118476	1117901		-	yceI	b1056	-	6
	1119046	1118480		-	yceJ	b1057	-	2
	1119447	1119307		-	yceO	b1058	-	0
	1120586	1119468		-	solA	b1059	-	97
	1120955	1120701		-	bssS	b1060	-	41
	1121487	1121242		-	dinI	b1061	-	10
1122624	1122607	1121561	1121561	-	pyrC	b1062	-	449
	1123273	1122713		-	yceB	b1063	-	49
	1124054	1123407		-	grxB	b1064	-	74
	1125326	1124118		-	mdtH	b1065	-	16
	1125562	1126146		+	rimJ	b1066	-	88
	1126157	1126804		+	yceH	b1067	-	117
	1126806	1127729		+	yceM	b1068	-	115
	1127839	1129374		+	murJ	b1069	-	33
	1129830	1129414		-	flgN	b1070	-	8
	1130128	1129835		-	flgM	b1071	-	9
	1130863	1130204		-	flgA	b1072	-	9
	1131018	1131434		+	flgB	b1073	-	8
	1131438	1131842		+	flgC	b1074	-	6
	1131854	1132549		+	flgD	b1075	-	19
	1132574	1133782		+	flgE	b1076	-	9
	1133802	1134557		+	flgF	b1077	-	3
	1134729	1135511		+	flgG	b1078	-	8
	1135564	1136262		+	flgH	b1079	-	0
	1136274	1137371		+	flgI	b1080	-	2
	1137371	1138312		+	flgJ	b1081	-	5
	1138378	1140021		+	flgK	b1082	-	3
	1140033	1140986		+	flgL	b1083	-	9
1144421	1144367	1141182	1141182	-	rne	b1084	-	222
	1144502	1144822		+	yceQ	b1085	-	11
	1144940	1145899		+	rluC	b1086	-	79
	1146595	1146011		-	yceF	b1087	-	116
1146589			1146757	+	psrD	b4418	-	197
1146777	1146794	1147315	1147366	+	yceD	b1088	-	1524
1147198			1147008	-	-	predicted RNA	antisense: yceD	1497
1147299			1147283	-	-	predicted RNA	antisense: yceD	2116
1147525			1147354	-	-	predicted RNA	antisense: rpmF	2871
1147367	1147367	1147540	1147540	+	rpmF	b1089	-	1137
1147636			1147589	-	-	predicted RNA	antisense: plsX	3090
	1147621	1148691		+	plsX	b1090	-	139
1148759	1148759	1149712	1149722	+	fabH	b1091	-	421
1149723	1149728	1150657	1150657	+	fabD	b1092	-	713
1150651			1150628	-	-	predicted RNA	antisense: fabD	1841
1150670	1150670	1151404	1151614	+	fabG	b1093	-	1229
1151226			1151195	-	-	predicted RNA	antisense: fabG	1656
1151399			1151327	-	-	predicted RNA	antisense: fabG	3246
